"","cruise_name","station","zoo_gear","ich_gear","lat","lon","region","region_name","strata_47","strata_46","strata_26","date","month","day","year","doy","time","depth","season","sfc_temp","sfc_salt","btm_temp","btm_salt","volume_1m2","min_nonzero","log10_ZP","log_mean_ZP","sd_ZP","runMean_ZP"
"138","DE8901",129,"6B3","6B5",41.0833,-67.9,3,"GB",30,30,16,"1/19/1989",1,19,1989,19,"7:44",47,"Winter",5.13,32.826,5.13,32.772,55.48,0.51,1.74612800546433,0.964936324096794,0.150129772063009,0.86734475049345
"139","DE9001",102,"6B3","6B5",41.6667,-66.9667,3,"GB",29,29,15,"1/11/1990",1,11,1990,11,"14:35",64,"Winter",5.24,33.296,5.25,33.295,10.29,0.51,1.02304658407551,1.05051854841489,0.150129772063009,0.926201582396088
"140","DE9101",128,"6B3","6B5",40.6333,-68.5667,3,"GB",27,27,14,"1/15/1991",1,15,1991,15,"23:20",65,"Winter",8.29,32.898,8.31,32.902,11.97,0.51,1.08724886779566,0.946039171195826,0.150129772063009,0.967983712472929
"141","DE9201",81,"6B3","6B5",41.6333,-67.7833,3,"GB",31,31,16,"1/13/1992",1,13,1992,13,"21:39",36,"Winter",6.41,32.652,6.42,32.652,5.9,0.51,0.789228057267335,1.10809885580472,0.150129772063009,1.03760011156955
"142","AL9303",114,"6B3","6B5",40.3333,-68.2833,3,"GB",26,26,13,"2/25/1993",2,25,1993,56,"4:50",132,"Winter",NA,NA,NA,NA,16.61,0.51,1.22698634552522,1.17911252552557,0.150129772063009,1.04974108500756
"143","DE9401",37,"6B3","6B5",40.4,-68.7833,3,"GB",27,27,14,"1/11/1994",1,11,1994,11,"9:44",85,"Winter",8.1,32.952,11.7,34.29,5.04,0.51,0.723865964443504,0.987154388716645,0.150129772063009,1.05418469793153
"144","AL9501",18,"6B3","",41.2667,-67.6833,3,"GB",30,30,16,"1/9/1995",1,9,1995,9,"21:50",35,"Winter",7.21,33.077,7.22,33.078,17.38,0.51,1.24637546400351,1.05607955136945,0.150129772063009,1.05529689852244
"145","AL9603",139,"6B3","",41.025,-66.64,3,"GB",29,29,15,"2/28/1996",2,28,1996,59,"10:15",85,"Winter",5,32.746,5.03,32.771,7.5,0.51,0.889581802149624,1.0118531684675,0.150129772063009,1.06845969797678
"146","AL9703",113,"6B3","",40.3633,-68.66,3,"GB",27,27,14,"2/24/1997",2,24,1997,55,"20:08",90,"Winter",5.36,32.132,6.21,32.581,6.94,0.51,0.857030798272624,0.960187024397779,0.150129772063009,1.03887733169539
"147","AL9803",108,"6B3","",40.4417,-68.3633,3,"GB",27,27,14,"2/22/1998",2,22,1998,53,"17:51",105,"Winter",4.51,32.306,4.65,32.891,15.32,0.51,1.19242805533121,1.2591081546578,0.150129772063009,1.05487645752184
"148","AL9902",112,"6B3","",40.35,-68.0917,3,"GB",26,26,13,"2/18/1999",2,18,1999,49,"20:04",173,"Winter",10.12,34.09,12.12,35.238,4.57,0.51,0.683497317679811,1.05870274485872,0.150129772063009,1.06918612875025
"149","AL0001",128,"6B3Z","6B3I",40.4567,-68.1183,3,"GB",26,26,13,"2/29/2000",2,29,2000,60,"6:59",143,"Winter",6,32.953,13.03,35.637,3.7,0.51,0.597146487833695,0.82596378633491,0.150129772063009,1.02316297574334
"150","AL0102",149,"6B3Z","6B3I",40.5367,-68.7317,3,"GB",27,27,14,"2/19/2001",2,19,2001,50,"0:34",69,"Winter",6.12,32.889,6.1,32.904,18.23,0.51,1.26681945490913,1.1888252028112,0.150129772063009,1.05855738261208
"151","AL0202",21,"6B3Z","6B3I",42.0667,-66.0717,3,"GB",29,29,15,"1/27/2002",1,27,2002,27,"11:01",95,"Winter",6.32,32.63,7.61,33.668,1.84,0.51,0.321184027302314,0.72679194462958,0.150129772063009,1.01187836665844
"152","DE0301",28,"6B3Z","6B3I",41.9867,-66.2617,3,"GB",29,29,15,"1/27/2003",1,27,2003,27,"7:24",79,"Winter",4.38,NA,5.96,NA,1.21,0.51,0.165837624690128,0.805295563016692,0.150129772063009,0.92111584833022
"153","DE0501",38,"6B3Z","6B3I",41.1467,-68.2867,3,"GB",30,30,16,"2/1/2005",2,1,2005,32,"19:39",39,"Winter",4.02,32.311,4.03,32.31,7.99,0.51,0.916190659980538,0.813565450681795,0.150129772063009,0.872088389494836
"154","DE0602",37,"6B3Z","6B3I",40.8517,-68.415,3,"GB",30,30,16,"2/3/2006",2,3,2006,34,"2:17",48,"Winter",6.51,32.332,6.53,32.333,12.43,0.51,1.10329047155775,0.928097075843892,0.150129772063009,0.892515047396632
"155","DE0701",36,"6B3Z","6B3I",41.0883,-67.61,3,"GB",30,30,16,"2/7/2007",2,7,2007,38,"18:11",57,"Winter",4.92,32.679,4.86,32.729,13.68,0.51,1.14410697304932,1.01018581818403,0.150129772063009,0.856787170471198
"156","DE0802",53,"6B3Z","6B3I",40.5233,-67.15,3,"GB",26,26,13,"2/1/2008",2,1,2008,32,"20:33",210,"Winter",10.39,34.198,11.14,35.417,19.74,0.51,1.30092140846954,0.815421370437364,0.150129772063009,0.874513055632755
"157","DE0902",69,"6B3Z","6B3I",40.225,-68.3733,3,"GB",26,26,13,"2/5/2009",2,5,2009,36,"17:07",169,"Winter",5.21,32.327,13.41,35.443,0.77,0.51,0.0107238653917731,0.841468248471085,0.150129772063009,0.881747592723634
"158","DE1001",56,"6B3Z","6B3I",41.6867,-66.8517,3,"GB",29,29,15,"2/14/2010",2,14,2010,45,"4:46",66,"Winter",4.77,32.65,4.75,32.625,6.83,0.51,0.850339854583479,0.759971334738847,0.150129772063009,0.871028769535044
"159","DE1102",77,"6B3","6B3",40.815,-67.7183,3,"GB",27,27,14,"2/11/2011",2,11,2011,42,"7:37",70,"Winter",5.36,33.047,5.39,33.131,19.27,0.51,1.29059104254934,0.84552400560723,0.150129772063009,0.854514155487712
"160","DE1202",3,"6B3","6B3",41.2517,-68.465,3,"GB",31,31,16,"2/3/2012",2,3,2012,34,"11:57",57,"Winter",8.08,32.428,8.11,32.437,5.78,0.51,0.780677274433368,0.714049987678975,0.150129772063009,0.7952869893867
"161","PC1301",101,"6B3Z","6B3I",41.2267,-67.6117,3,"GB",30,30,16,"2/23/2013",2,23,2013,54,"18:01",36,"Winter",5.9,33.425,5.89,33.422,3.31,0.51,0.552059534187884,0.835735046344856,0.150129772063009,0.799349724568199
"162","HB1701",63,"6B3Z","6B3I",40.33,-68.4167,3,"GB",26,26,13,"2/18/2017",2,18,2017,49,"6:36",126,"Winter",6.81,32.936,12.44,35.156,15.35,0.51,1.19326377300135,1.07604586097013,0.150129772063009,0.846265247068007
"163","AR7701",82,"6B3","6B5",41.5333,-69.4333,4,"GOM",33,33,18,"10/30/1977",10,30,1977,303,"15:10",57,"Fall",10.5,32.56,9.78,33.86,16.2,0.05,1.21018470547241,1.84305127742872,0.144821042037184,1.84305127742872
"164","BE7801",130,"6B3","6B5",43.8167,-67.7167,4,"GOM",42,42,24,"9/1/1978",9,1,1978,244,"1:35",215,"Fall",NA,NA,NA,NA,49.67,0.05,1.69631269493764,1.42303064247747,0.144821042037184,1.6330409599531
"165","AL7911",96,"6B3","6B5",41.9667,-69.8333,4,"GOM",33,33,18,"10/20/1979",10,20,1979,293,"5:23",86,"Fall",11.92,32.461,6.95,33.209,41.86,0.05,1.62205851977842,1.61370125551624,0.144821042037184,1.62659439180748
"166","AL8010",90,"6B3","6B5",41.5333,-69.4333,4,"GOM",33,33,18,"10/16/1980",10,16,1980,290,"10:47",57,"Fall",12.46,32.842,NA,32.65,30.62,0.05,1.48635962568813,1.63196252325227,0.144821042037184,1.62793642466868
"167","AL8110",23,"6B3","6B5",41.3167,-69.0667,4,"GOM",34,34,19,"9/1/1981",9,1,1981,244,"7:51",155,"Fall",NA,NA,NA,NA,26.81,0.05,1.42870159962305,1.37054608925668,0.144821042037184,1.57645835758628
"168","AL8211",408,"6B3","6B5",43.1667,-68.7833,4,"GOM",41,41,23,"11/7/1982",11,7,1982,311,"17:35",173,"Fall",NA,NA,NA,NA,28.71,0.05,1.45841120146972,1.26288414141937,0.144821042037184,1.46042493038441
"169","AL8308",288,"6B3","6B5",41.1833,-68.8167,4,"GOM",33,33,18,"10/12/1983",10,12,1983,285,"16:31",87,"Fall",NA,NA,NA,NA,13.58,0.05,1.13369854611578,1.172716727908,0.144821042037184,1.41036214747051
"170","AL8408",267,"6B3","6B5",42.2167,-66.2833,4,"GOM",38,38,17,"10/10/1984",10,10,1984,284,"13:45",210,"Fall",NA,NA,NA,NA,6.65,0.05,0.824451270036613,1.12656352145475,0.144821042037184,1.31293460065821
"171","AL8508",277,"6B3","6B5",42,-69.2333,4,"GOM",37,37,20,"10/23/1985",10,23,1985,296,"4:26",211,"Fall",NA,NA,NA,NA,73.7,0.05,1.86761478122384,1.30909513051289,0.144821042037184,1.24836112211034
"172","AL8605",345,"6B3","6B5",44.15,-67.8833,4,"GOM",45,45,22,"11/3/1986",11,3,1986,307,"23:07",96,"Fall",NA,NA,NA,NA,9.53,0.05,0.980230691391032,1.38520034285502,0.144821042037184,1.25129197283001
"173","AL8707",203,"6B3","6B5",41.0333,-69.0333,4,"GOM",33,33,18,"10/7/1987",10,7,1987,280,"0:37",79,"Fall",NA,NA,NA,NA,15.18,0.05,1.18198642448015,1.38064048709592,0.144821042037184,1.27484324196532
"174","AL8809",304,"6B3","6B5",42.55,-69.4167,4,"GOM",37,37,20,"10/26/1988",10,26,1988,300,"10:04",227,"Fall",NA,NA,NA,NA,75.76,0.05,1.87958325494762,1.46372232423184,0.144821042037184,1.33304436123008
"175","DE8906",188,"6B3","6B5",41.0333,-69.3667,4,"GOM",33,33,18,"10/7/1989",10,7,1989,280,"14:32",41,"Fall",NA,NA,NA,NA,16.69,0.05,1.22310638092859,1.48923192448936,0.144821042037184,1.405578041837
"176","DE9011",271,"6B3","6B5",42.1333,-70.1167,4,"GOM",35,35,21,"10/16/1990",10,16,1990,289,"0:43",50,"Fall",15.37,31.897,9.73,32.468,17.65,0.05,1.24735942246894,1.26726273367898,0.144821042037184,1.39721156247022
"177","DE9110",234,"6B3","6B5",42.2333,-66.1333,4,"GOM",38,38,17,"10/7/1991",10,7,1991,280,"5:47",253,"Fall",14.17,32.339,NA,NA,24.86,0.05,1.39593764508004,1.50271982304446,0.144821042037184,1.42071545850811
"178","AL9211",267,"6B3","6B5",41.3833,-68.5167,4,"GOM",33,33,18,"10/14/1992",10,14,1992,288,"22:07",77,"Fall",13.71,32.091,11.46,32.654,31.65,0.05,1.50071662355548,1.36867101375156,0.144821042037184,1.41832156383924
"179","DE9311",271,"6B3","6B5",42.8167,-67.7167,4,"GOM",42,42,24,"10/11/1993",10,11,1993,284,"16:40",219,"Fall",12.21,32.124,NA,NA,49.71,0.05,1.69666212227775,1.38450295556778,0.144821042037184,1.40247769010643
"180","AL9409",210,"6B3","",42.5833,-67.0333,4,"GOM",39,39,17,"10/8/1994",10,8,1994,281,"3:29",310,"Fall",13.7,32.895,NA,NA,59.7,0.05,1.77615615842192,1.631916205738,0.144821042037184,1.43101454635616
"181","AL9512",190,"6B3","",41.2333,-69.3167,4,"GOM",33,33,18,"9/27/1995",9,27,1995,270,"14:08",60,"Fall",16.5,32.198,8.07,32.409,6.35,0.05,0.804480189105993,1.2972907382428,0.144821042037184,1.43702014726892
"182","AJ9604",52,"6B3","",41.9333,-69.8667,4,"GOM",33,33,18,"11/10/1996",11,10,1996,315,"3:08",54,"Fall",NA,NA,NA,NA,22.91,0.05,1.360498744468,1.48500207802949,0.144821042037184,1.43347659826593
"183","AL9711",191,"6B3","",41.61,-69.5483,4,"GOM",33,33,18,"10/7/1997",10,7,1997,280,"17:49",72,"Fall",13.82,31.875,7.78,32.409,28.48,0.05,1.45492104534015,1.52959473301397,0.144821042037184,1.46566134211841
"184","AL9811",210,"6B3","",41.1917,-68.7667,4,"GOM",33,33,18,"10/15/1998",10,15,1998,288,"17:22",79,"Fall",12.29,31.993,8.18,32.572,31.11,0.05,1.49324887005742,1.51542460805061,0.144821042037184,1.49184567261497
"185","AL9910",253,"6B3Z","6B3I",42.36,-65.8133,4,"GOM",47,46,26,"10/25/1999",10,25,1999,298,"14:01",184,"Fall",12.53,33.018,11.08,35.163,11.61,0.05,1.06576638762275,1.58894371625153,0.144821042037184,1.48325117471768
"186","AL0006",208,"6B3Z","6B3I",41.18,-68.705,4,"GOM",33,33,18,"9/27/2000",9,27,2000,271,"15:05",65,"Fall",15.88,32.439,15.52,32.458,15.93,0.05,1.20289680852953,1.49122722002188,0.144821042037184,1.5220384710735
"187","AL0110",199,"6B3Z","6B3I",41.0617,-68.7633,4,"GOM",33,33,18,"9/27/2001",9,27,2001,270,"11:27",63,"Fall",16.15,32.433,16.13,32.48,46.69,0.05,1.66945635318367,1.58859286616088,0.144821042037184,1.54275662869977
"188","AL0210",214,"6B3Z","6B3I",42.15,-65.7183,4,"GOM",38,38,17,"10/7/2002",10,7,2002,280,"12:25",263,"Fall",17.86,33.606,NA,NA,4.75,0.05,0.678973375919765,1.36977721472449,0.144821042037184,1.51079312504188
"189","AL0305",320,"6B3Z","6B3I",43.5683,-66.3417,4,"GOM",44,44,25,"10/29/2003",10,29,2003,302,"18:27",83,"Fall",10.15,33.24,10.11,33.291,15.42,0.05,1.18878791263747,1.50881329419924,0.144821042037184,1.5094708622716
"190","AL0409",212,"6B3Z","6B3I",42.3817,-66.4867,4,"GOM",38,38,17,"10/9/2004",10,9,2004,283,"16:36",298,"Fall",14.47,32.161,NA,NA,13.61,0.05,1.13465514227765,1.37673227871828,0.144821042037184,1.46702857476495
"191","AL0508",311,"6B3Z","6B3I",43.3333,-70.38,4,"GOM",40,40,22,"11/1/2005",11,1,2005,305,"20:58",109,"Fall",10.39,30.322,8.12,32.827,30.21,0.05,1.48050997294196,1.22938377997669,0.144821042037184,1.41465988675592
"192","AL0608",328,"6B3Z","6B3I",42.9117,-70.1333,4,"GOM",36,36,21,"10/18/2006",10,18,2006,291,"18:13",61,"Fall",12.7,32.252,9.22,32.676,8.44,0.05,0.927626962444954,1.34105773221217,0.144821042037184,1.36515285996617
"193","AL0707",314,"6B3Z","6B3I",43.8633,-68.6017,4,"GOM",45,45,22,"10/23/2007",10,23,2007,296,"5:31",103,"Fall",11.68,32.414,8.63,33.247,15.5,0.05,1.19103160884862,1.45806941711763,0.144821042037184,1.3828113004448
"194","AL0803",328,"6B3Z","6B3I",42.855,-70.6333,4,"GOM",40,40,22,"10/30/2008",10,30,2008,304,"16:23",77,"Fall",11.06,31.749,8.84,32.515,11.3,0.05,1.05403821068487,1.48866765283209,0.144821042037184,1.37878217217137
"195","DE0911",98,"6B3Z","6B3I",42.1817,-68.175,4,"GOM",38,38,17,"11/19/2009",11,19,2009,323,"4:38",185,"Fall",13.8,33.342,6.97,33.986,32.83,0.05,1.51660147152653,1.40164187125916,0.144821042037184,1.38376409067955
"196","DE1012",64,"6B3","6B3",41.065,-69.075,4,"GOM",33,33,18,"11/14/2010",11,14,2010,318,"20:13",87,"Fall",12.06,32.384,10.43,32.581,8.63,0.05,0.937267072211413,1.17002273180526,0.144821042037184,1.37189188104526
"197","DE1109",83,"6B3","6B3",42.21,-66.285,4,"GOM",38,38,17,"11/14/2011",11,14,2011,318,"16:42",207,"Fall",10.65,31.912,8.37,34.993,1.79,0.05,0.258876629372131,1.12054561218237,0.144821042037184,1.3277894570393
"198","HB1206",1290,"6B3Z","6B3I",42.415,-66.9417,4,"GOM",39,39,17,"10/18/2012",10,18,2012,292,"22:35",364,"Fall",14.65,32.916,NA,NA,22.64,0.05,1.35535572339471,1.46711330868026,0.144821042037184,1.32959823535183
"199","EX1305",67,"6B3Z","6B3I",43.6033,-69.5433,4,"GOM",41,41,23,"9/2/2013",9,2,2013,245,"12:05",121,"Fall",16.1,31.971,6.98,33.163,55.9,0.05,1.74760599276867,1.4775156418099,0.144821042037184,1.32736783314739
"200","HB1405",5910,"6B3Z","6B3I",41.395,-68.9967,4,"GOM",34,34,19,"10/21/2014",10,21,2014,294,"10:41",152,"Fall",14.88,32.323,5.83,33.166,18.22,0.05,1.26114386770067,1.19667933945297,0.144821042037184,1.28637532678615
"201","GU1506",62,"6B3Z","6B3I",41.165,-68.835,4,"GOM",33,33,18,"10/19/2015",10,19,2015,292,"4:32",89,"Fall",16.7,33.74,10.4,33.025,32.66,0.05,1.51434848930194,1.5167256997724,0.144821042037184,1.35571592037958
"202","HB1604",2248,"6B3Z","6B3I",42.875,-69.735,4,"GOM",37,37,20,"10/25/2016",10,25,2016,299,"6:58",205,"Fall",12.29,33.108,8.29,34.216,61.9,0.05,1.79186601525787,1.39338734023316,0.144821042037184,1.41028426598973
"203","GU1706",1,"6B3Z","6B3I",41.8267,-70.3317,4,"GOM",35,35,21,"11/1/2017",11,1,2017,305,"2:20",28,"Fall",13.09,31.851,13.07,31.854,6.67,0.05,0.825750581348028,1.37807498640431,0.144821042037184,1.39247660153455
"204","HB1806",6875,"6B3Z","6B3I",43.2683,-69.3333,4,"GOM",41,41,23,"11/9/2018",11,9,2018,313,"17:16",170,"Fall",11.23,32.921,8.35,33.635,34.92,0.05,1.54338504480984,1.36747930497319,0.144821042037184,1.3704693341672
"205","GU1905",112,"6B3Z","6B3I",42.42,-69.0817,4,"GOM",37,37,20,"10/31/2019",10,31,2019,304,"10:52",192,"Fall",13.21,32.384,8.02,34.112,66.97,0.05,1.82604239145547,1.50359898336382,0.144821042037184,1.43185326294937
"206","HB2103",3037,"6B3Z","6B3I",41.185,-68.5417,4,"GOM",33,33,18,"10/16/2021",10,16,2021,289,"6:26",61,"Fall",17.22,32.635,17.15,32.635,32.29,0.05,1.50940416025869,1.46846826375085,0.144821042037184,1.42220177574507
"207","AL7702",352,"6B3","6B5",43.0167,-68.2167,4,"GOM",42,42,24,"5/3/1977",5,3,1977,123,"14:46",180,"Spring",NA,NA,NA,NA,33.5,0.26,1.52672686731464,1.65282875951146,0.189697620792317,1.65282875951146
"208","AL7804",320,"6B3","6B5",42.2167,-66.7167,4,"GOM",38,38,17,"4/26/1978",4,26,1978,116,"17:44",221,"Spring",NA,NA,NA,NA,75.41,0.26,1.87817698049151,1.64815171427786,0.189697620792317,1.65049023689466
"209","AL7903",24,"6B3","6B5",42.1,-70.4667,4,"GOM",35,35,21,"4/13/1979",4,13,1979,103,"13:03",44,"Spring",NA,NA,NA,NA,4.92,0.26,0.703291378118661,1.68444334773156,0.189697620792317,1.66180794050696
"210","AL8002",148,"6B3","6B5",42.2833,-66.3333,4,"GOM",38,38,17,"4/3/1980",4,3,1980,94,"0:22",238,"Spring",4.21,32.63,NA,NA,8.21,0.26,0.921166050637739,1.4001945355884,0.189697620792317,1.59640458927732
"211","AL8101",79,"6B3","6B5",41.0667,-69.1,4,"GOM",33,33,18,"3/10/1981",3,10,1981,69,"13:05",84,"Spring",4.66,33.315,4.66,33.316,9.71,0.26,0.992995098431342,1.65080922677484,0.189697620792317,1.60728551677682
"212","AL8202",61,"6B3","6B5",41.3333,-68.7,4,"GOM",33,33,18,"3/7/1982",3,7,1982,66,"22:58",89,"Spring",NA,NA,NA,NA,7.74,0.26,0.895974732359065,1.35948748579506,0.189697620792317,1.54861726203354
"213","AL8302",358,"6B3","6B5",42.55,-67.2833,4,"GOM",39,39,17,"4/19/1983",4,19,1983,109,"22:02",304,"Spring",NA,NA,NA,NA,28.72,0.26,1.46014581749175,1.59396716230832,0.189697620792317,1.53778035163964
"214","AL8402",326,"6B3","6B5",41.9333,-70.3167,4,"GOM",35,35,21,"4/17/1984",4,17,1984,108,"6:27",32,"Spring",NA,NA,NA,NA,12.48,0.26,1.10071508657308,1.33624450802552,0.189697620792317,1.46814058369843
"215","AL8502",260,"6B3","6B5",41.2667,-68.6167,4,"GOM",33,33,18,"3/27/1985",3,27,1985,86,"17:36",69,"Spring",NA,NA,NA,NA,4.83,0.26,0.695481676490197,1.19192864844439,0.189697620792317,1.42648740626963
"216","AL8602",326,"6B3","6B5",43.9667,-68.3833,4,"GOM",45,45,22,"4/23/1986",4,23,1986,113,"1:17",101,"Spring",NA,NA,NA,NA,2.63,0.26,0.440909082065218,1.31106021356465,0.189697620792317,1.35853760362759
"217","AL8701",204,"6B3","6B5",41.5667,-69.3833,4,"GOM",33,33,18,"4/21/1987",4,21,1987,111,"4:23",95,"Spring",NA,NA,NA,NA,34.36,0.26,1.53769319436739,1.51310935851764,0.189697620792317,1.3892619781721
"218","AL8802",284,"6B3","6B5",43.85,-67,4,"GOM",43,43,25,"4/13/1988",4,13,1988,104,"12:27",144,"Spring",NA,NA,NA,NA,18.36,0.26,1.26693691115917,1.1178092942962,0.189697620792317,1.29403040456968
"219","DE9003",91,"6B3","6B5",41.4333,-68.5667,4,"GOM",33,33,18,"3/1/1990",3,1,1990,60,"22:29",92,"Spring",4.95,33.244,4.96,33.244,21.56,0.26,1.33625955201419,1.59369916042902,0.189697620792317,1.34552133505038
"220","AL9203",301,"6B3","6B5",42.4833,-69.8,4,"GOM",37,37,20,"4/13/1992",4,13,1992,104,"23:26",249,"Spring",3.99,32.361,NA,NA,123.74,0.26,2.09296613759436,1.46978873794099,0.189697620792317,1.4010933529497
"221","AL9304",327,"6B3","6B5",42.5833,-70.4167,4,"GOM",36,36,21,"4/29/1993",4,29,1993,119,"18:04",127,"Spring",5.45,31.693,3.24,32.43,89.87,0.26,1.95424250943932,1.33350116546534,0.189697620792317,1.40558154332984
"222","DE9403",329,"6B3","6B5",43.6833,-69.3167,4,"GOM",40,40,22,"4/26/1994",4,26,1994,116,"4:30",112,"Spring",5.04,30.654,3.38,32.528,26.2,0.26,1.42045085910607,1.31210423550277,0.189697620792317,1.36538051872686
"223","AL9504",220,"6B3","",42.6333,-66.8667,4,"GOM",38,38,17,"4/11/1995",4,11,1995,101,"20:04",243,"Spring",3.39,31.85,NA,NA,106.88,0.26,2.02942436405802,1.64955742340498,0.189697620792317,1.47173014454862
"224","AL9604",300,"6B3","",42.5,-67.4,4,"GOM",39,39,17,"4/23/1996",4,23,1996,114,"22:09",311,"Spring",4.95,32.141,NA,NA,37.93,0.26,1.580468783951,1.65002667646653,0.189697620792317,1.48299564775612
"225","AL9704",194,"6B3","",41.1267,-69.0417,4,"GOM",33,33,18,"3/25/1997",3,25,1997,84,"11:39",98,"Spring",5.26,32.492,5.27,32.503,19.08,0.26,1.28352736486169,1.40446963762864,0.189697620792317,1.46993182769365
"226","AL9804",276,"6B3","",42.2283,-67.4117,4,"GOM",38,38,17,"4/6/1998",4,6,1998,96,"12:46",245,"Spring",4.61,31.733,NA,NA,25.66,0.26,1.41145134213794,1.41667036212974,0.189697620792317,1.48656566702653
"227","AL9903",200,"6B3","",41.2183,-68.9833,4,"GOM",33,33,18,"4/6/1999",4,6,1999,96,"14:39",116,"Spring",5.47,32.64,4.55,32.764,90.68,0.26,1.95813367567624,1.63612510995168,0.189697620792317,1.55136984191631
"228","AL0002",209,"6B3Z","6B3I",41.295,-68.5667,4,"GOM",33,33,18,"4/11/2000",4,11,2000,102,"15:59",61,"Spring",6.68,33.181,6.45,33.172,58.51,0.26,1.76819396163307,1.45068371996871,0.189697620792317,1.51159510122906
"229","AL0103",214,"6B3Z","6B3I",41.0817,-68.82,4,"GOM",33,33,18,"4/11/2001",4,11,2001,101,"5:20",65,"Spring",5.43,32.882,5.44,32.941,59.99,0.26,1.77901897191487,1.99263922781748,0.189697620792317,1.58011761149925
"230","AL0204",197,"6B3Z","6B3I",41.295,-68.495,4,"GOM",33,33,18,"4/7/2002",4,7,2002,97,"3:58",60,"Spring",6.68,32.734,6.7,32.732,15.25,0.26,1.18695633546541,1.17310965309801,0.189697620792317,1.53384561459312
"231","DE0303",295,"6B3Z","6B3I",43.81,-68.6967,4,"GOM",45,45,22,"4/22/2003",4,22,2003,112,"12:07",86,"Spring",3.31,32.195,3.15,32.525,4.79,0.26,0.69196510276736,1.86506960510567,0.189697620792317,1.62352546318831
"232","AL0403",186,"6B3Z","6B3I",41.1167,-69.3033,4,"GOM",33,33,18,"3/31/2004",3,31,2004,91,"17:26",54,"Spring",4.15,33.194,4.16,33.195,221.71,0.26,2.34603985656981,1.57516286259658,0.189697620792317,1.61133301371729
"233","AL0503",230,"6B3Z","6B3I",42.385,-66.6867,4,"GOM",39,39,17,"4/6/2005",4,6,2005,96,"12:09",335,"Spring",2.76,31.913,NA,NA,46.27,0.26,1.66651798055488,1.44688676091849,0.189697620792317,1.61057362190725
"234","AL0603",243,"6B3Z","6B3I",42.0667,-68.5483,4,"GOM",34,34,19,"4/4/2006",4,4,2006,94,"1:32",166,"Spring",5.56,32.755,6.45,33.478,182.08,0.26,2.26057220812349,1.79145683916159,0.189697620792317,1.57033714417607
"235","AL0703",317,"6B3Z","6B3I",43.5317,-69.0533,4,"GOM",41,41,23,"4/19/2007",4,19,2007,109,"11:32",105,"Spring",3.94,32.669,3.93,32.677,21.67,0.26,1.3384564936046,1.43763490363343,0.189697620792317,1.62324219428315
"236","AL0801",329,"6B3Z","6B3I",43.075,-69.915,4,"GOM",37,37,20,"5/1/2008",5,1,2008,122,"12:05",192,"Spring",6.62,32.074,6.6,33.883,10.95,0.26,1.04453976039241,1.25609546087618,0.189697620792317,1.50144736543725
"237","HB0901",312,"6B3Z","6B3I",42.4467,-66.2617,4,"GOM",38,38,17,"4/20/2009",4,20,2009,110,"10:25",220,"Spring",3.81,31.533,6.61,34.826,97.73,0.26,1.99060521142392,1.70329866998721,0.189697620792317,1.52707452691538
"238","HB1002",255,"6B3Z","6B3I",42.1883,-65.8483,4,"GOM",38,38,17,"4/6/2010",4,6,2010,96,"6:19",244,"Spring",6.07,32.839,NA,NA,22.76,0.26,1.35964579267454,1.6986560861546,0.189697620792317,1.5774283919626
"239","HB1102",283,"6B3","6B3",42.2583,-65.9567,4,"GOM",38,38,17,"4/23/2011",4,23,2011,113,"19:27",233,"Spring",6.06,32.486,NA,NA,30.43,0.26,1.48515334990365,1.61618411099189,0.189697620792317,1.54237384632866
"240","HB1201",548,"6B3Z","6B3I",42.5417,-68.3267,4,"GOM",38,38,17,"4/9/2012",4,9,2012,100,"15:50",200,"Spring",6.74,33.003,8.33,34.336,15.43,0.26,1.19200959265367,1.39398707161389,0.189697620792317,1.53364427992475
"241","HB1301",2468,"6B3Z","6B3I",43.4583,-68.0417,4,"GOM",42,42,24,"5/4/2013",5,4,2013,124,"18:56",211,"Spring",7.39,32.225,8.86,34.302,33.92,0.26,1.5321171162488,1.40489800614862,0.189697620792317,1.56340478897924
"242","GU1401",30,"6B3Z","6B3I",41.415,-68.4983,4,"GOM",33,33,18,"3/4/2014",3,4,2014,63,"13:12",79,"Spring",5.59,33.339,5.6,33.342,6.63,0.26,0.829946695941636,1.27138693576359,0.189697620792317,1.47702244213452
"243","HB1501",7489,"6B3Z","6B3I",41.5617,-69.6733,4,"GOM",33,33,18,"4/12/2015",4,12,2015,102,"9:45",34,"Spring",3.6,32.902,3.61,32.908,2.31,0.26,0.387389826338729,1.69207449156365,0.189697620792317,1.47570612321633
"244","GU1608",104,"6B3Z","6B3I",42.2267,-65.7633,4,"GOM",38,38,17,"5/31/2016",5,31,2016,152,"16:24",224,"Spring",9.47,31.029,NA,NA,4.14,0.26,0.630427875025024,1.67171030953128,0.189697620792317,1.4868113629242
"245","GU1701",93,"6B3Z","6B3I",41.5783,-69.665,4,"GOM",33,33,18,"5/31/2017",5,31,2017,151,"0:15",38,"Spring",9.87,31.538,6.04,32.023,1.12,0.26,0.0969100130080564,1.56320075395348,0.189697620792317,1.52065409939212
"246","HB1802",6339,"6B3Z","6B3I",41.2683,-68.7267,4,"GOM",33,33,18,"5/3/2018",5,3,2018,123,"7:30",77,"Spring",7.06,32.476,6.54,32.878,105.62,0.26,2.02428037604708,1.61763956419237,0.189697620792317,1.56320241100087
