"","cruise_name","station","zoo_gear","ich_gear","lat","lon","region","region_name","strata_47","strata_46","strata_26","date","month","day","year","doy","time","depth","season","sfc_temp","sfc_salt","btm_temp","btm_salt","cluhar_10m2","scosco_10m2","pepspp_10m2","ammspp_10m2","fishsum","min_nonzero","log10_FF","log_mean_FF","sd_FF","runMean_FF"
"242","AL8208",314,"6B3","6B5",41.15,-68.5833,4,"GOM",33,33,18,"7/20/1982",7,20,1982,201,"15:45",50,"Summer",NA,NA,NA,NA,0,0,0,0,0,0.95,-0.323306390375133,-0.260503785928717,0.210240113945421,-0.140519745865172
"243","AL8304",102,"6B3","6B5",41.0833,-69.0833,4,"GOM",33,33,18,"6/10/1983",6,10,1983,161,"15:00",86,"Summer",8.12,32.016,5.56,32.354,0,0,0,0,0,0.95,-0.323306390375133,-0.230387634464982,0.210240113945421,-0.145175083290146
"244","AL8403",168,"6B3","6B5",42.9667,-69.2833,4,"GOM",41,41,23,"6/1/1984",6,1,1984,153,"3:53",168,"Summer",9.67,31.83,NA,NA,0,0,0,0,0,0.95,-0.323306390375133,-0.193103233060331,0.210240113945421,-0.137915210457137
"245","AL8507",341,"6B3","6B5",41.0167,-69.1167,4,"GOM",33,33,18,"8/20/1985",8,20,1985,232,"15:11",75,"Summer",NA,NA,NA,NA,0,0,0,0,0,0.95,-0.323306390375133,-0.323306390375133,0.210240113945421,-0.21707507300976
"246","AL8604",302,"6B3","6B5",41.0167,-69.1667,4,"GOM",33,33,18,"8/20/1986",8,20,1986,232,"12:39",49,"Summer",NA,NA,NA,NA,0,0,0,0,0,0.95,-0.323306390375133,-0.323306390375133,0.210240113945421,-0.266121486840859
"247","AL8705",366,"6B3","6B5",41.4,-69.55,4,"GOM",33,33,18,"7/26/1987",7,26,1987,207,"23:24",29,"Summer",NA,NA,NA,NA,0,0,0,0,0,0.95,-0.323306390375133,-0.152750198767462,0.210240113945421,-0.244570769408608
"248","AL8807",359,"6B3","6B5",41.2167,-68.8833,4,"GOM",33,33,18,"7/29/1988",7,29,1988,211,"7:25",100,"Summer",NA,NA,NA,NA,0,0,0,0,0,0.95,-0.323306390375133,-0.323306390375133,0.210240113945421,-0.263154520590639
"249","AL9506",28,"","6B3I",42.23,-65.67,4,"GOM",38,38,17,"6/11/1995",6,11,1995,162,"21:44",162,"Summer",9.11,32.277,NA,NA,0,0,0,0,0,0.95,-0.323306390375133,-0.178066600445511,0.210240113945421,-0.260147194067675
"250","AL9607",28,"","6B3I",42.28,-65.85,4,"GOM",38,38,17,"6/9/1996",6,9,1996,161,"10:05",201,"Summer",6.12,31.424,NA,NA,0,0,0,0,0,0.95,-0.323306390375133,-0.323306390375133,0.210240113945421,-0.260147194067675
"251","AL9707",26,"","6B3I",42.29,-65.84,4,"GOM",38,38,17,"6/24/1997",6,24,1997,175,"7:50",200,"Summer",11.92,32.018,8.01,35.095,0,0,0,0,0,0.95,-0.323306390375133,-0.323306390375133,0.210240113945421,-0.260147194067675
"252","AL9808",27,"","6B3I",42.29,-65.84,4,"GOM",38,38,17,"6/22/1998",6,22,1998,173,"14:16",201,"Summer",11.27,31.464,NA,NA,0,0,0,0,0,0.95,-0.323306390375133,-0.323306390375133,0.210240113945421,-0.294258432389209
"253","AJ9901",1,"6B3Z","6B3I",41.4617,-69.5117,4,"GOM",33,33,18,"6/3/1999",6,3,1999,154,"4:03",38,"Summer",12.03,31.938,7.2,32.17,0,0,0,1.72,1.72,0.95,0.34143452457814,-0.16921752778656,0.210240113945421,-0.263440659871494
"254","AL0005",1,"6B3Z","6B3I",41.57,-68.9017,4,"GOM",34,34,19,"8/23/2000",8,23,2000,236,"3:35",109,"Summer",20.01,31.715,6.28,33.29,0,0,7.27,0,7.27,0.95,0.889021422095225,-0.00737927878066863,0.210240113945421,-0.229303195538526
"255","AL0109",10,"6B3Z","6B3I",41.3567,-68.6583,4,"GOM",33,33,18,"8/21/2001",8,21,2001,233,"22:09",87,"Summer",14.76,32.123,6.46,32.537,0,0,0,0,0,0.95,-0.323306390375133,-0.00932021089904371,0.210240113945421,-0.166505959643308
"256","AL0206",88,"6B3Z","6B3I",42.295,-65.96,4,"GOM",38,38,17,"6/1/2002",6,1,2002,152,"10:37",234,"Summer",9.35,32.104,NA,NA,0,0,0,0,0,0.95,-0.323306390375133,-0.207252664294875,0.210240113945421,-0.143295214427256
"257","AM0301",2,"6B3Z","6B3I",41.0267,-69.0517,4,"GOM",33,33,18,"8/20/2003",8,20,2003,232,"10:14",83,"Summer",14.7,32.492,8.53,32.514,0,0,0,0,0,0.95,-0.323306390375133,-0.323306390375133,0.210240113945421,-0.143295214427256
"258","AL0405",72,"6B3Z","6B3I",41.4833,-68.8817,4,"GOM",34,34,19,"6/3/2004",6,3,2004,155,"0:37",137,"Summer",9.45,31.904,3.87,33.089,0,0,0,0,0,0.95,-0.323306390375133,-0.267946397695658,0.210240113945421,-0.163040988409076
"259","AL0505",67,"6B3Z","6B3I",41.8967,-69.6467,4,"GOM",34,34,19,"6/2/2005",6,2,2005,153,"2:07",180,"Summer",7.89,31.938,4.21,32.461,0,0,0,0,0,0.95,-0.323306390375133,-0.040909532025334,0.210240113945421,-0.169747039058009
"260","AL0605",61,"6B3Z","6B3I",41.6333,-69.4833,4,"GOM",33,33,18,"6/8/2006",6,8,2006,159,"4:24",99,"Summer",11.1,31.385,5.42,32.532,0,0,0,0,0,0.95,-0.323306390375133,-0.201955312421684,0.210240113945421,-0.208274059362537
"261","DE0706",90,"6B3Z","6B3I",42.5183,-66.7067,4,"GOM",38,38,17,"6/1/2007",6,1,2007,152,"5:25",264,"Summer",8.99,32.135,NA,NA,0,0,0,20.04,20.04,0.95,1.31207152130293,-0.183941237273706,0.210240113945421,-0.203611773958303
"262","DE0808",92,"6B3Z","6B3I",42.1933,-65.9517,4,"GOM",38,38,17,"8/22/2008",8,22,2008,235,"4:58",224,"Summer",17.09,32.417,NA,NA,0,0,0,0,0,0.95,-0.323306390375133,-0.241802594442247,0.210240113945421,-0.187311014771726
"263","DE0905",68,"6B3Z","6B3I",42.0583,-68.6067,4,"GOM",34,34,19,"6/5/2009",6,5,2009,156,"4:32",179,"Summer",11.58,32.267,5.61,33.437,0,0,0,6.2,6.2,0.95,0.824451270036613,-0.166977271400026,0.210240113945421,-0.167117189512599
"264","DE1004",87,"6B3Z","6B3I",42.2267,-65.7667,4,"GOM",38,38,17,"6/4/2010",6,4,2010,155,"5:55",224,"Summer",10.65,32.281,NA,NA,0,0,0,0,0,0.95,-0.323306390375133,-0.145551704528712,0.210240113945421,-0.188045624013275
"265","DE1105",73,"6B3","6B3",41.0617,-69.38,4,"GOM",33,33,18,"6/9/2011",6,9,2011,160,"11:01",44,"Summer",10.69,31.183,9.32,31.27,0,0,0,0,0,0.95,-0.323306390375133,-0.288525093484284,0.210240113945421,-0.205359580225795
"266","HB1202",93,"6B3Z","6B3I",41.3333,-68.7783,4,"GOM",33,33,18,"6/13/2012",6,13,2012,165,"13:38",107,"Summer",14.64,32.047,6.22,32.759,0,0,0,0,0,0.95,-0.323306390375133,-0.0294327498605894,0.210240113945421,-0.174457882743172
"267","EX1305",7,"6B3Z","6B3I",41.1483,-69.4,4,"GOM",33,33,18,"8/25/2013",8,25,2013,237,"17:39",40,"Summer",13.77,31.901,13.29,31.938,0,0,0,0,0,0.95,-0.323306390375133,-0.161407406584052,0.210240113945421,-0.158378845171533
"268","HB1502",137,"6B3Z","6B3I",43.2533,-68.2533,4,"GOM",42,42,24,"6/1/2015",6,1,2015,152,"2:02",198,"Summer",8.46,32.284,6.91,33.873,0,0,0,0,0,0.95,-0.323306390375133,0.421438086788942,0.210240113945421,-0.0406957735337392
"269","GU1608",121,"6B3Z","6B3I",41.1617,-68.7533,4,"GOM",33,33,18,"6/2/2016",6,2,2016,154,"5:52",60,"Summer",9.6,32.704,7.92,32.744,0,0,0,4.94,4.94,0.95,0.733598460961339,0.595357645107697,0.210240113945421,0.107486096393543
"270","GU1701",122,"6B3Z","6B3I",42.225,-65.77,4,"GOM",38,38,17,"6/2/2017",6,2,2017,153,"16:24",223,"Summer",7.63,31.541,NA,NA,0,0,0,5.24,5.24,0.95,0.757016234731301,-0.0998347598711963,0.210240113945421,0.14522416311616
"271","HB1803",86,"6B3Z","6B3I",41.3783,-68.5617,4,"GOM",33,33,18,"6/1/2018",6,1,2018,152,"15:29",83,"Summer",11.58,32.067,5.62,32.753,0,0,0,0,0,0.95,-0.323306390375133,0.383966659108521,0.210240113945421,0.227904044909982
"272","GU1902",69,"6B3Z","6B3I",42.3333,-65.4267,4,"GOM",47,46,26,"8/23/2019",8,23,2019,235,"16:08",110,"Summer",17.43,32.068,12.25,34.939,0,0,0,0,0,0.95,-0.323306390375133,-0.209315904421487,0.210240113945421,0.218322345342495
"273","PC2104",76,"6B3Z","6B3I",42.4067,-65.5883,4,"GOM",47,46,26,"8/12/2021",8,12,2021,224,"15:14",93,"Summer",18.29,31.29,10.78,34.175,0,0,2.01,0,2.01,0.95,0.395326393069351,0.210821751927281,0.210240113945421,0.176199078370163
"274","KE7711",60,"6B3","6B5",41.3333,-68.7,4,"GOM",33,33,18,"12/1/1977",12,1,1977,335,"7:00",85,"Winter",NA,NA,NA,NA,10.6,0,0,0,10.6,1.61,1.05709528961267,0.554229289121041,0.452891614389361,0.554229289121041
"275","AL7802",60,"6B3","6B5",41.5167,-68.5,4,"GOM",33,33,18,"2/19/1978",2,19,1978,50,"22:13",95,"Winter",NA,NA,NA,NA,0,0,0,1.78,1.78,1.61,0.412460547429961,0.159128213898915,0.452891614389361,0.356678751509978
"276","AL7913",13,"6B3","6B5",42.6667,-68.3167,4,"GOM",38,38,17,"12/1/1979",12,1,1979,335,"7:44",200,"Winter",9.34,33.324,NA,34.43,6.48,0,0,0,6.48,1.61,0.862429556106009,0.0983582610156388,0.452891614389361,0.270571921345198
"277","AL8012",88,"6B3","6B5",41.5333,-69.4333,4,"GOM",33,33,18,"12/9/1980",12,9,1980,344,"3:19",60,"Winter",7.26,33.096,7.25,33.107,0,0,0,4.13,4.13,1.61,0.693287157005655,0.430958804344745,0.452891614389361,0.310668642095085
"278","AL8101",1,"6B3","6B5",42.1,-70.3333,4,"GOM",36,36,21,"2/18/1981",2,18,1981,49,"2:52",62,"Winter",1.13,33.067,1.25,33.071,5.09,0,0,4530.1,4535.19,1.61,3.65667256716492,0.388218722764057,0.452891614389361,0.326178658228879
"279","AL8202",1,"6B3","6B5",42.1,-70.3333,4,"GOM",36,36,21,"2/17/1982",2,17,1982,48,"3:32",58,"Winter",1.82,32.066,2.77,32.353,0,0,0,3203.4,3203.4,1.61,3.50572029377947,0.485178013114249,0.452891614389361,0.312368403027521
"280","DE8301",1,"6B3","6B5",41.5333,-69.4333,4,"GOM",33,33,18,"1/18/1983",1,18,1983,18,"4:28",77,"Winter",7.08,33.139,7.1,33.137,0,0,0,60.5,60.5,1.61,1.78749589676727,0.492432574841485,0.452891614389361,0.379029275216035
"281","DE8401",1,"6B3","6B5",42.1,-70.3333,4,"GOM",36,36,21,"1/10/1984",1,10,1984,10,"2:48",61,"Winter",4.02,31.875,5.04,32.117,23.35,0,0,3493.16,3516.51,1.61,3.54621126414742,0.422364365597712,0.452891614389361,0.443830496132449
"282","DE8501",1,"6B3","6B5",42.0833,-70.3333,4,"GOM",35,35,21,"1/8/1985",1,8,1985,8,"3:45",61,"Winter",6.3,32.419,6.68,32.869,8.28,0,0,4802.4,4810.68,1.61,3.68227913620155,0.389018614577269,0.452891614389361,0.435442458178954
"283","DE8601",94,"6B3","6B5",41.0667,-69.1,4,"GOM",33,33,18,"1/25/1986",1,25,1986,25,"18:46",86,"Winter",6.4,33.171,6.48,33.184,0,0,0,144.3,144.3,1.61,2.16168237753075,0.438213327752918,0.452891614389361,0.445441379176726
"284","DE8701",94,"6B3","6B5",41.0667,-69.1,4,"GOM",33,33,18,"2/3/1987",2,3,1987,34,"17:04",93,"Winter",6.08,33.146,6.04,33.12,0,0,0,6.46,6.46,1.61,0.86123561863404,0.436173359373685,0.452891614389361,0.435640448428614
"285","AL8811",34,"6B3","6B5",41.0333,-69.2667,4,"GOM",33,33,18,"12/2/1988",12,2,1988,337,"1:05",58,"Winter",8.45,32.675,8.46,32.63,156.75,0,0,0,156.75,1.61,2.19743219004225,1.02192332935531,0.452891614389361,0.541538599331378
"286","DE8901",34,"6B3","6B5",41.0333,-69.2667,4,"GOM",33,33,18,"1/10/1989",1,10,1989,10,"17:46",58,"Winter",5.36,32.909,5.17,32.988,0,0,0,558.06,558.06,1.61,2.74730691193684,1.02553127405455,0.452891614389361,0.662171981022747
"287","DE9001",37,"","6B5",41.05,-69.25,4,"GOM",33,33,18,"1/7/1990",1,7,1990,7,"8:57",61,"Winter",5.08,33.028,5.16,33.034,41.58,0,0,1769.46,1811.04,1.61,3.2581210418375,1.55011615767713,0.452891614389361,0.894391489642718
"288","DE9101",41,"6B3","6B5",41.0333,-69.2667,4,"GOM",33,33,18,"1/6/1991",1,6,1991,6,"10:43",59,"Winter",7.32,33.146,7.33,33.145,14.94,0,0,159.36,174.3,1.61,2.24329854723368,1.3594132402915,0.452891614389361,1.07863147215043
"289","DE9201",41,"6B3","6B5",41.0333,-69.2667,4,"GOM",33,33,18,"1/10/1992",1,10,1992,10,"0:25",58,"Winter",7.28,32.694,7.28,32.695,0,0,0,183.18,183.18,1.61,2.26478241712488,1.346246525417,0.452891614389361,1.2606461053591
"290","DE9301",41,"6B3","6B5",41.0333,-69.2667,4,"GOM",33,33,18,"1/8/1993",1,8,1993,8,"15:14",59,"Winter",5.58,32.427,5.58,32.434,0,0,0,1539.9,1539.9,1.61,3.1877194919717,1.36724025336767,0.452891614389361,1.32970949016157
"291","DE9401",41,"6B3","6B5",41.0333,-69.2667,4,"GOM",33,33,18,"1/11/1994",1,11,1994,11,"16:15",59,"Winter",5.4,32.496,5.41,32.5,4.74,0,0,52.14,56.88,1.61,1.76106289696619,1.21084103257779,0.452891614389361,1.36677144186622
"292","EN261",29,"","6B3I",42.3,-66.89,4,"GOM",39,39,17,"2/17/1995",2,17,1995,48,"13:44",194,"Winter",3.17,31.903,NA,NA,5.38,0,0,0,5.38,1.61,0.791339703965139,0.80738668855269,0.452891614389361,1.21822554804133
"293","EN276",2,"","6B3I",41.05,-69.07,4,"GOM",33,33,18,"1/11/1996",1,11,1996,11,"19:53",82,"Winter",6.28,32.788,6.31,32.787,0,0,0,0,0,1.61,-0.0942041196321315,1.08757488593515,0.452891614389361,1.16385787717006
"294","AL9701",12,"","6B3I",42.29,-65.85,4,"GOM",38,38,17,"1/16/1997",1,16,1997,16,"14:11",201,"Winter",4.67,31.608,NA,NA,5.36,0,0,0,5.36,1.61,0.78993308093175,1.36284619039718,0.452891614389361,1.1671778101661
"295","AL9801",46,"","6B3I",42.29,-65.85,4,"GOM",38,38,17,"1/13/1998",1,13,1998,13,"9:37",200,"Winter",3.53,30.943,NA,NA,0,0,0,0,0,1.61,-0.0942041196321315,1.28696315394157,0.452891614389361,1.15112239028088
"296","AL9901",50,"","6B3I",42.28,-65.85,4,"GOM",38,38,17,"1/19/1999",1,19,1999,19,"8:26",200,"Winter",3.41,31.291,NA,NA,5.33,0,0,0,5.33,1.61,0.787814567063023,1.62015768146347,0.452891614389361,1.23298572005801
"297","AL0202",1,"6B3Z","6B3I",42.3367,-70.6183,4,"GOM",36,36,21,"1/23/2002",1,23,2002,23,"2:54",66,"Winter",5.5,32.555,5.91,32.773,11.5,0,0,161,172.5,1.61,2.23881109266824,0.260564908330672,0.452891614389361,1.12362136401361
"298","DE0301",1,"6B3Z","6B3I",42.48,-70.6033,4,"GOM",36,36,21,"1/23/2003",1,23,2003,23,"13:21",76,"Winter",4.35,33.09,4.38,33.096,12.47,0,0,49.88,62.35,1.61,1.80040773947487,0.251620810235054,0.452891614389361,0.95643054887359
"299","AL0401",1,"6B3Z","6B3I",41.295,-69.4283,4,"GOM",33,33,18,"1/25/2004",1,25,2004,25,"22:41",41,"Winter",3.83,33.064,3.83,33.066,0,0,0,38.92,38.92,1.61,1.59906390587942,0.397493525488995,0.452891614389361,0.763360015891952
"300","DE0501",1,"6B3Z","6B3I",41.8967,-70.18,4,"GOM",35,35,21,"1/26/2005",1,26,2005,26,"4:51",24,"Winter",-0.53,31.11,1.43,31.406,38.28,0,0,3409.24,3447.52,1.61,3.53760819075332,0.60610581106596,0.452891614389361,0.627188547316831
"301","DE0602",1,"6B3Z","6B3I",42.9033,-68.2167,4,"GOM",42,42,24,"1/25/2006",1,25,2006,25,"10:48",177,"Winter",6.18,33.085,7.85,34.335,0,0,0,0,0,1.61,-0.0942041196321315,0.289052086886933,0.452891614389361,0.360967428401523
"302","DE0701",1,"6B3Z","6B3I",41.87,-69.34,4,"GOM",37,37,20,"1/30/2007",1,30,2007,30,"20:01",195,"Winter",6.78,33.175,7.71,34.108,0,0,0,0,0,1.61,-0.0942041196321315,0.274276092292312,0.452891614389361,0.363709665193851
"303","DE0802",40,"6B3Z","6B3I",41.0217,-68.7133,4,"GOM",33,33,18,"1/31/2008",1,31,2008,31,"22:23",63,"Winter",5.82,32.562,5.83,32.562,0,0,0,649.6,649.6,1.61,2.81318387124539,0.588485676477988,0.452891614389361,0.431082638442438
"304","DE0902",94,"6B3Z","6B3I",42.2283,-65.7433,4,"GOM",38,38,17,"2/8/2009",2,8,2009,39,"7:02",228,"Winter",2.36,31.405,NA,NA,0,0,0,0,0,1.61,-0.0942041196321315,0.376959408004049,0.452891614389361,0.426975814945448
"305","DE1001",40,"6B3Z","6B3I",41.6483,-69.615,4,"GOM",33,33,18,"2/12/2010",2,12,2010,43,"17:22",81,"Winter",5.29,32.744,5.31,32.758,0,0,0,4.27,4.27,1.61,0.70543604658525,0.699749334326656,0.452891614389361,0.445704519597587
"306","DE1102",60,"6B3","6B3",41.685,-69.815,4,"GOM",33,33,18,"2/8/2011",2,8,2011,39,"14:48",36,"Winter",4.09,32.163,4.03,32.199,0,0,0,202.3,202.3,1.61,2.30772061491481,0.45349446233412,0.452891614389361,0.478592994687025
"307","DE1202",2,"6B3","6B3",41.1267,-69.0533,4,"GOM",33,33,18,"2/3/2012",2,3,2012,34,"7:12",102,"Winter",7.61,32.782,8.1,33.273,0,0,0,0,0,1.61,-0.0942041196321315,0.151407743682473,0.452891614389361,0.454019324965057
"308","PC1301",73,"6B3Z","6B3I",41.34,-69.4733,4,"GOM",33,33,18,"2/17/2013",2,17,2013,48,"3:43",34,"Winter",6.08,33.302,6.08,33.3,0,0,0,8.52,8.52,1.61,0.969648840480725,0.677854732193334,0.452891614389361,0.471893136108126
"309","HB1701",75,"6B3Z","6B3I",41.1667,-69,4,"GOM",33,33,18,"2/19/2017",2,19,2017,50,"7:19",104,"Winter",6.95,33.259,7.12,33.297,0,0,0,143.14,143.14,1.61,2.15819658404479,1.2922804778476,0.452891614389361,0.654957350076837
"310","AR7701",2,"6B3","6B5",35.4667,-75.25,1,"MAB",3,3,3,"10/18/1977",10,18,1977,291,"5:27",24,"Fall",17.99,32.91,18.28,33.14,0,0,0,0,0,0.54,-0.568636235841013,-0.419554085694923,0.4090293070186,-0.419554085694923
"311","BE7801",146,"6B3","6B5",40.4167,-69.0667,2,"MAB",23,23,11,"9/3/1978",9,3,1978,246,"9:50",79,"Fall",17.9,32.04,9.35,32.43,0,0,0,0,0,0.54,-0.568636235841013,-0.459365998091924,0.4090293070186,-0.439460041893423
"312","AL7911",1,"6B3","6B5",35.6833,-74.9667,1,"MAB",2,2,2,"10/4/1979",10,4,1979,277,"8:15",48,"Fall",NA,NA,NA,NA,0,0,0,0,0,0.54,-0.568636235841013,-0.521222778387118,0.4090293070186,-0.466714287391322
"313","AL8010",1,"6B3","6B5",35.6833,-74.95,1,"MAB",1,1,1,"9/26/1980",9,26,1980,270,"12:29",53,"Fall",25.04,33.249,NA,34.116,0,0,0,0,0,0.54,-0.568636235841013,-0.508878118689452,0.4090293070186,-0.477255245215854
"314","AL8110",30,"","6B5",41,-69.4,2,"MAB",25,25,12,"9/2/1981",9,2,1981,245,"12:45",40,"Fall",NA,NA,NA,NA,0,0,0,0,0,0.54,-0.568636235841013,-0.395625039446829,0.4090293070186,-0.460929204062049
"315","AL8211",1,"6B3","6B5",37.8167,-74.7833,1,"MAB",8,8,5,"9/15/1982",9,15,1982,258,"3:23",36,"Fall",NA,NA,NA,NA,0,0,0,0,0,0.54,-0.568636235841013,-0.503401804052875,0.4090293070186,-0.47769874773364
"316","AL8308",1,"6B3","6B5",37.3167,-74.4833,1,"MAB",4,4,1,"9/14/1983",9,14,1983,257,"1:02",165,"Fall",NA,NA,NA,NA,0,0,0,0,0,0.54,-0.568636235841013,-0.373696087324072,0.4090293070186,-0.460564765580069
"317","AL8408",48,"6B3","6B5",39.2,-73.3167,1,"MAB",10,10,4,"9/17/1984",9,17,1984,261,"9:18",57,"Fall",NA,NA,NA,NA,0,0,0,0,0,0.54,-0.568636235841013,-0.461798335984206,0.4090293070186,-0.448679877099487
"318","AL8508",1,"","6B5",38.22,-73.65,1,"MAB",7,7,4,"9/10/1985",9,10,1985,253,"13:35",276,"Fall",NA,NA,NA,NA,0,0,0,0,0,0.54,-0.568636235841013,-0.319599927843469,0.4090293070186,-0.41082423893029
"319","AL8605",5,"6B3","6B5",38.6333,-73.4667,1,"MAB",10,10,4,"9/14/1986",9,14,1986,257,"21:22",77,"Fall",NA,NA,NA,NA,0,0,0,0,0,0.54,-0.568636235841013,-0.405823397587729,0.4090293070186,-0.41286391055847
"320","AL8707",1,"6B3","6B5",37.6167,-74.5,1,"MAB",4,4,1,"9/11/1987",9,11,1987,254,"20:26",80,"Fall",NA,NA,NA,NA,0,0,0,0,0,0.54,-0.568636235841013,-0.405956555812675,0.4090293070186,-0.39337486091043
"321","AL8809",1,"6B3","6B5",39.05,-73.2167,1,"MAB",10,10,4,"9/13/1988",9,13,1988,257,"12:50",69,"Fall",NA,NA,NA,NA,0,0,0,0,0,0.54,-0.568636235841013,0.00870680813409586,0.4090293070186,-0.316894281818797
"322","DE8906",165,"6B3","6B5",41.2833,-70.5167,2,"MAB",25,25,12,"10/3/1989",10,3,1989,276,"0:11",20,"Fall",NA,NA,NA,NA,0,0,0,0,0,0.54,-0.568636235841013,0.695407485793495,0.4090293070186,-0.0854531174632565
"323","DE9011",146,"6B3","6B5",40.2167,-70.9167,2,"MAB",18,18,9,"9/24/1990",9,24,1990,267,"23:46",127,"Fall",19.85,34.591,13.55,35.7,0,0,0,0,0,0.54,-0.568636235841013,1.3100686731339,0.4090293070186,0.240480602732216
"324","DE9110",12,"6B3","6B5",38.2667,-74.5833,1,"MAB",8,8,5,"9/11/1991",9,11,1991,254,"13:28",42,"Fall",23.14,31.683,11.48,32.467,0,0,0,0,0,0.54,-0.568636235841013,1.09206885128728,0.4090293070186,0.540059052507217
"325","AL9211",90,"6B3","6B5",40.6333,-70.9333,2,"MAB",19,19,9,"9/22/1992",9,22,1992,266,"11:25",62,"Fall",NA,NA,NA,NA,0,0,0,0,0,0.54,-0.568636235841013,0.460642679564139,0.4090293070186,0.71337889958258
"326","DE9311",16,"6B3","6B5",37.95,-74.1167,1,"MAB",7,7,4,"9/9/1993",9,9,1993,252,"20:07",108,"Fall",25.28,31.803,NA,NA,0,0,0,0,0,0.54,-0.568636235841013,1.26547774963387,0.4090293070186,0.964733087882535
"327","AL9910",1,"6B3Z","6B3I",39.105,-72.955,1,"MAB",10,10,4,"9/21/1999",9,21,1999,264,"10:52",79,"Fall",22.88,35.079,11.26,35.378,0,0,0,0,0,0.54,-0.568636235841013,-0.483092835416605,0.4090293070186,0.729033023640515
"328","AL0006",2,"6B3Z","6B3I",38.85,-73.0017,1,"MAB",10,10,4,"9/6/2000",9,6,2000,250,"17:55",102,"Fall",23.93,35.056,11.21,34.381,0,0,0,0,0,0.54,-0.568636235841013,0.260262774047565,0.4090293070186,0.519071843823249
"329","AL0110",1,"6B3Z","6B3I",38.8967,-73.2567,1,"MAB",10,10,4,"9/5/2001",9,5,2001,248,"15:30",74,"Fall",24.75,33.698,11.4,34.098,0,0,0,0,0,0.54,-0.568636235841013,-0.268827417542949,0.4090293070186,0.246892590057204
"330","AL0210",3,"6B3Z","6B3I",39.355,-72.8383,2,"MAB",15,15,7,"9/4/2002",9,4,2002,247,"15:58",73,"Fall",22.23,32.517,7.67,32.919,0,0,0,0,0,0.54,-0.568636235841013,0.106716448103313,0.4090293070186,0.176107343765039
"331","AL0305",3,"6B3Z","6B3I",39.8583,-71.8767,2,"MAB",14,14,7,"9/8/2003",9,8,2003,251,"5:45",146,"Fall",23.87,32.739,12.1,35.355,0,0,0,0,0,0.54,-0.568636235841013,-0.196326083121682,0.4090293070186,-0.116253422786071
"332","AL0409",5,"6B3Z","6B3I",37.2817,-74.75,1,"MAB",4,4,1,"9/11/2004",9,11,2004,255,"11:13",57,"Fall",23.28,31.948,6.63,32.934,0,0,0,0,0,0.54,-0.568636235841013,-0.440130963478887,0.4090293070186,-0.107661048398528
"333","AL0508",2,"6B3Z","6B3I",38.7083,-73.115,1,"MAB",10,10,4,"9/7/2005",9,7,2005,250,"17:24",144,"Fall",24.66,33.068,14.07,35.772,0,0,0,0,0,0.54,-0.568636235841013,-0.24991876847446,0.4090293070186,-0.209697356902933
"334","AL0608",5,"6B3Z","6B3I",38.66,-73.1717,1,"MAB",10,10,4,"9/6/2006",9,6,2006,249,"23:02",136,"Fall",22.98,34.836,13.68,35.718,0,0,0,0,0,0.54,-0.568636235841013,-0.269584119165632,0.4090293070186,-0.209848697227469
"335","AL0707",12,"6B3Z","6B3I",37.15,-75.66,1,"MAB",6,6,3,"9/7/2007",9,7,2007,250,"15:30",13,"Fall",25.68,31.792,25.41,32.075,0,0,0.75,0,0.75,0.54,0.00860017176191757,-0.352380965846066,0.4090293070186,-0.301668180017345
"336","AL0803",60,"6B3Z","6B3I",35.345,-75.45,1,"MAB",3,3,3,"9/10/2008",9,10,2008,254,"15:21",14,"Fall",26.53,NA,26.68,NA,0,0,3.45,0,3.45,0.54,0.570542939881898,-0.156252025133041,0.4090293070186,-0.293653368419617
"337","DE0911",1,"6B3Z","6B3I",41.0167,-71.0817,2,"MAB",20,20,10,"11/3/2009",11,3,2009,307,"17:15",44,"Fall",13.26,32.121,13,32.465,0,0,0,0,0,0.54,-0.568636235841013,-0.347915490714182,0.4090293070186,-0.275210273866676
"338","DE1009",85,"6B3Z","6B3I",40.69,-70.9783,2,"MAB",19,19,9,"9/1/2010",9,1,2010,244,"1:27",64,"Fall",22.45,33.129,9.46,33.108,0,0,51,0,51,0.54,1.7098633174404,-0.0866335335193091,0.4090293070186,-0.242553226875646
"339","DE1109",1,"6B3","6B3",41.2567,-71.2817,2,"MAB",20,20,10,"10/31/2011",10,31,2011,304,"23:10",37,"Fall",15.09,32.514,15.4,32.736,0,0,0,0,0,0.54,-0.568636235841013,-0.120275573339904,0.4090293070186,-0.2126915177105
"340","HB1206",1146,"6B3Z","6B3I",40.57,-73.18,2,"MAB",17,17,8,"9/19/2012",9,19,2012,263,"18:20",24,"Fall",19.84,31.475,16.68,32.037,0,0,0,0,0,0.54,-0.568636235841013,-0.345399464834578,0.4090293070186,-0.211295217508203
"341","EX1305",79,"6B3Z","6B3I",41.33,-71.005,2,"MAB",20,20,10,"9/5/2013",9,5,2013,248,"0:47",28,"Fall",19.28,31.687,14.62,32.28,0,0,12.69,0,12.69,0.54,1.11260500153457,-0.0429043905041388,0.4090293070186,-0.188625690582423
